id,name,headline,score,is_show_badge,score_badge,is_show_info,description,slug,pim_id,short_description,created_at,updated_at,created_by_id,updated_by_id
61,Không làm khô da em bé,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/khong-lam-kho-da-em-be,,,59:14.3,56:14.2,,
62,Giải độc cho tóc,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/giai-doc-cho-toc,,,59:14.4,56:14.2,,
63,Dưỡng ẩm,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/duong-am,,,59:14.4,56:14.2,,
64,Cải thiện trí nhớ,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/cai-thien-tri-nho,,,59:14.4,56:15.0,,
65,Bổ sung acid béo,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/bo-sung-acid-beo,,,59:14.4,56:15.0,,
66,Hỗ trợ làm lành vết thương,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/ho-tro-lam-lanh-vet-thuong,,,59:14.4,56:16.0,,
67,Bổ sung Beta Glucan,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/bo-sung-beta-glucan,,,59:14.5,56:16.0,,
68,Chống gốc tự do,,0,TRUE,0,TRUE,,tinh-nang-dac-biet/chong-goc-tu-do,,,59:14.5,56:16.3,,
69,Chống oxy hoá,,0,TRUE,0,TRUE,,tinh-nang-dac-biet/chong-oxy-hoa,,,59:14.7,56:16.2,,
70,Bổ sung vitamin A,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/bo-sung-vitamin-a,,,59:14.7,56:16.0,,
71,Phục hồi và tái tạo mô sụn,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/phuc-hoi-va-tai-tao-mo-sun,,,59:14.7,56:16.0,,
72,Bổ sung canxi,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/bo-sung-canxi,,,59:14.8,56:16.0,,
73,Tăng khả năng hấp thụ,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/tang-kha-nang-hap-thu,,,59:14.8,56:16.0,,
74,Tăng hấp thu canxi,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/tang-hap-thu-canxi,,,59:14.8,56:16.0,,
75,Bổ sung vi khuẩn có lợi,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/bo-sung-vi-khuan-co-loi,,,59:14.8,56:16.0,,
76,Rối loạn kinh nguyệt,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/roi-loan-kinh-nguyet,,,59:14.8,56:10.7,,
77,Tăng khả năng sinh tinh,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/tang-kha-nang-sinh-tinh,,,59:14.9,56:16.0,,
78,Tăng cường sinh lý nam,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/tang-cuong-sinh-ly-nam,,,59:15.1,56:16.0,,
79,Cải thiện nhận thức,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/cai-thien-nhan-thuc,,,59:15.1,56:15.0,,
80,Bổ sung Testosterone,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/bo-sung-testosterone,,,59:15.1,56:16.0,,
81,Phòng máu đông,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/phong-mau-dong,,,59:15.2,56:15.0,,
82,Giải độc đại tràng,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/giai-doc-dai-trang,,,59:15.2,56:15.0,,
83,Phát hiện nhịp tim bất thường,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/phat-hien-nhip-tim-bat-thuong,,,59:15.2,56:15.0,,
84,Báo cử động người trong khi đo,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/bao-cu-dong-nguoi-trong-khi-do,,,59:15.2,56:15.0,,
85,Đèn hướng dẫn quấn vòng bít,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/den-huong-dan-quan-vong-bit,,,59:15.2,56:15.0,,
86,Kết quả đo trung bình của 7 ngày,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/ket-qua-do-trung-binh-cua-7-ngay,,,59:15.3,56:15.0,,
87,Bộ nhớ 250 kết quả,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/bo-nho-250-ket-qua,,,59:15.3,56:15.0,,
88,Đo nhanh trong 6 giây,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/do-nhanh-trong-6-giay,,,59:15.3,56:15.0,,
89,Sát khuẩn tai,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/sat-khuan-tai,,,59:15.3,56:15.0,,
90,Làm sạch tai,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/lam-sach-tai,,,59:15.3,56:15.0,,
91,,,0,FALSE,0,FALSE,,tinh-nang-dac-biet/giảm-tác-nhân-gây-viêm-nấm-ngứa,,,59:15.4,59:15.4,,
92,Đo độ ẩm,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/do-do-am,,,59:15.4,56:15.0,,
93,Đo nhiệt độ,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/do-nhiet-do,,,59:15.4,56:15.0,,
94,Bổ sung DHA,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/bo-sung-dha,,,59:15.4,56:16.0,,
95,Bổ sung omega 3,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/bo-sung-omega-3,,,59:15.4,56:16.0,,
96,Bổ sung Vitamin nhóm B,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/bo-sung-vitamin-nhom-b,,,59:15.5,56:16.0,,
97,Bổ sung Lysine,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/bo-sung-lysine,,,59:15.5,56:16.0,,
98,Bổ sung hỗn hợp Enzyme,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/bo-sung-hon-hop-enzyme,,,59:15.5,56:16.0,,
99,Chống tia UV,,1,TRUE,1,TRUE,,tinh-nang-dac-biet/chong-tia-uv,,,59:15.5,56:16.3,,
100,Bổ sung Omega,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/bo-sung-omega,,,59:15.5,56:16.0,,
101,Tăng sức bền thành mạch,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/tang-suc-ben-thanh-mach,,,59:15.6,56:16.6,,
102,Điều hòa đường huyết,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/dieu-hoa-duong-huyet,,,59:15.6,56:16.6,,
103,Tăng chiều cao,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/tang-chieu-cao,,,59:15.6,56:16.6,,
104,Cân bằng Cholesterol,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/can-bang-cholesterol,,,59:15.6,56:16.6,,
105,Lưu trữ 60 dữ liệu đo,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/luu-tru-60-du-lieu-do,,,59:15.7,56:15.0,,
106,Cho kết quả trung bình 3 lần đó cuối cùng,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/cho-ket-qua-trung-binh-3-lan-do-cuoi-cung,,,59:15.7,56:15.0,,
107,Thu nhỏ lỗ chân lông,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/thu-nho-lo-chan-long,,,59:15.7,56:15.0,,
108,Không bị nhiễu bởi nồng độ Acetaminophen,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/khong-bi-nhieu-boi-nong-do-acetaminophen,,,59:15.7,56:14.9,,
109,Theo dõi đường huyết liên tục trong 14 ngày,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/theo-doi-duong-huyet-lien-tuc-trong-14-ngay,,,59:15.7,56:14.9,,
110,Chống nước,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/chong-nuoc,,,59:15.8,56:14.9,,
111,Kiểm tra nồng độ đường huyết không cần lấy máu,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/kiem-tra-nong-do-duong-huyet-khong-can-lay-mau,,,59:15.8,56:14.9,,
112,Tự động đo và ghi nhớ chỉ số đường huyết,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/tu-dong-do-va-ghi-nho-chi-so-duong-huyet,,,59:15.8,56:14.9,,
113,,,0,FALSE,0,FALSE,,tinh-nang-dac-biet/dung-cho-cac-loai-bút-insulin,,,59:15.9,59:15.9,,
114,Không gây đau khi tiêm,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/khong-gay-dau-khi-tiem,,,59:15.9,56:14.9,,
115,Tái tạo da,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/tai-tao-da,,,59:15.9,56:14.9,,
116,Tăng sinh Collagen,,0,TRUE,0,TRUE,,tinh-nang-dac-biet/tang-sinh-collagen,,,59:15.9,56:15.6,,
117,"Dùng cho các loại bơm tiêm lấy máu, lấy thuốc",,0,FALSE,0,TRUE,,tinh-nang-dac-biet/dung-cho-cac-loai-bom-tiem-lay-mau-lay-thuoc,,,59:15.9,56:14.9,,
118,Cầm máu tạm thời,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/cam-mau-tam-thoi,,,59:16.0,56:14.9,,
119,Hỗ trợ việc tìm mạch máu,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/ho-tro-viec-tim-mach-mau,,,59:16.0,56:14.9,,
120,Dùng để thắt mạch,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/dung-de-that-mach,,,59:16.0,56:14.9,,
121,Cố định gạc y tế,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/co-dinh-gac-y-te,,,59:16.0,56:14.9,,
122,Lưu trữ 500 dữ liệu đo,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/luu-tru-500-du-lieu-do,,,59:16.0,56:15.0,,
123,Tự động nhắc nhở 4 lần đo trong ngày,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/tu-dong-nhac-nho-4-lan-do-trong-ngay,,,59:16.1,56:15.0,,
124,Báo que thử hết hạn,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/bao-que-thu-het-han,,,59:16.1,56:15.0,,
125,Đo nhanh trong 5 giây,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/do-nhanh-trong-5-giay,,,59:16.1,56:15.0,,
126,Lưu thời gian và kết quả 99 lần đo,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/luu-thoi-gian-va-ket-qua-99-lan-do,,,59:16.1,56:15.0,,
127,Lưu thời gian và kết quả 30 lần đo,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/luu-thoi-gian-va-ket-qua-30-lan-do,,,59:16.1,56:15.0,,
128,Cảnh báo huyết áp cao,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/canh-bao-huyet-ap-cao,,,59:16.2,56:15.0,,
129,Màn hình hiển thị lớn,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/man-hinh-hien-thi-lon,,,59:16.2,56:15.0,,
130,Cảnh báo pin yếu,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/canh-bao-pin-yeu,,,59:16.2,56:15.0,,
131,Lưu kết quả lần đo gần nhất,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/luu-ket-qua-lan-do-gan-nhat,,,59:16.2,56:15.0,,
132,"Đo nhanh, êm ái",,0,FALSE,0,TRUE,,tinh-nang-dac-biet/do-nhanh-em-ai,,,59:16.3,56:15.0,,
133,Kiểm tra túi hơi phù hợp khi đo,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/kiem-tra-tui-hoi-phu-hop-khi-do,,,59:16.3,56:15.0,,
134,Phát hiện rối loạn nhịp tim,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/phat-hien-roi-loan-nhip-tim,,,59:16.3,56:15.0,,
135,Chống tràn,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/chong-tran,,,59:16.3,56:15.0,,
136,Sát khuẩn,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/sat-khuan,,,59:16.3,56:15.0,,
137,Giảm ê buốt,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/giam-e-buot,,,59:16.4,56:15.0,,
138,Ngừa sâu răng,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/ngua-sau-rang,,,59:16.6,56:15.0,,
139,Không phản ứng với hoá chất,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/khong-phan-ung-voi-hoa-chat,,,59:16.6,56:15.0,,
140,Không gây kích ứng cho mắt,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/khong-gay-kich-ung-cho-mat,,,59:16.6,56:15.0,,
141,Làm sạch dịu nhẹ da,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/lam-sach-diu-nhe-da,,,59:16.7,56:15.0,,
142,Dưỡng ẩm da,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/duong-am-da,,,59:16.7,56:15.0,,
143,Tẩy tế bào chết,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/tay-te-bao-chet,,,59:16.7,56:15.0,,
144,Giúp trắng răng,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/giup-trang-rang,,,59:16.7,56:15.0,,
145,Giảm stress,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/giam-stress,,,59:16.7,56:15.0,,
146,Làm ấm cơ thể,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/lam-am-co-the,,,59:16.8,56:14.2,,
147,Mềm,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/mem,,,59:16.8,56:15.0,,
148,Độ co giãn tốt,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/do-co-gian-tot,,,59:16.8,56:15.0,,
149,Màng film hấp thụ nước,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/mang-film-hap-thu-nuoc,,,59:16.8,56:15.0,,
150,Bảo vệ vết thương,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/bao-ve-vet-thuong,,,59:16.8,56:15.0,,
151,Bảo vệ vết thương nhỏ,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/bao-ve-vet-thuong-nho,,,59:16.9,56:15.0,,
152,Kéo dài cuộc yêu,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/keo-dai-cuoc-yeu,,,59:16.9,56:15.0,,
153,Siêu mỏng,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/sieu-mong,,,59:16.9,56:15.0,,
154,Thấm hút tốt,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/tham-hut-tot,,,59:16.9,56:15.0,,
155,Không Paraben,,2,TRUE,2,TRUE,,tinh-nang-dac-biet/khong-paraben,,,59:16.9,56:15.6,,
156,Không chất tạo màu,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/khong-chat-tao-mau,,,59:17.0,56:15.0,,
157,Không cồn,,0,TRUE,0,TRUE,,tinh-nang-dac-biet/khong-con,,,59:17.0,56:15.6,,
158,Không xà phòng,,0,TRUE,0,TRUE,,tinh-nang-dac-biet/khong-xa-phong,,,59:17.0,56:15.6,,
159,Không lem son môi,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/khong-lem-son-moi,,,59:17.0,56:15.0,,
160,Ngăn giọt bắn,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/ngan-giot-ban,,,59:17.0,56:15.0,,
161,Phòng tai biến,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/phong-tai-bien,,,59:17.1,56:15.0,,
162,Chỉ báo tăng huyết áp,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/chi-bao-tang-huyet-ap,,,59:17.1,56:15.0,,
163,Ngăn lão hoá,,2,TRUE,2,TRUE,,tinh-nang-dac-biet/ngan-lao-hoa,,,59:17.1,56:16.3,,
164,Bổ sung Vitamin E,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/bo-sung-vitamin-e,,,59:17.1,56:16.6,,
165,Cải thiện làn da,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/cai-thien-lan-da,,,59:17.1,56:16.6,,
166,Bổ sung chất chống oxi hóa,,0,TRUE,0,FALSE,,tinh-nang-dac-biet/bo-sung-chat-chong-oxi-hoa,,,59:17.2,56:16.9,,
167,Sát trùng quanh mắt,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/sat-trung-quanh-mat,,,59:17.2,56:16.6,,
168,Cân bằng hệ vi sinh đường ruột,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/can-bang-he-vi-sinh-duong-ruot,,,59:17.2,56:16.6,,
169,Bổ sung Vitamin B6,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/bo-sung-vitamin-b6,,,59:17.2,56:16.6,,
170,Chống giảm oxy trong máu,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/chong-giam-oxy-trong-mau,,,59:17.3,56:16.6,,
171,,,0,FALSE,0,FALSE,,tinh-nang-dac-biet/bo-sung-ion-na-va-cl-,,,59:17.3,59:17.3,,
172,Bổ sung Axit amin,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/bo-sung-axit-amin,,,59:17.3,56:16.6,,
173,Thanh nhiệt,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/thanh-nhiet,,,59:17.3,56:16.6,,
174,Bổ sung Vitamin D,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/bo-sung-vitamin-d,,,59:17.3,56:16.6,,
175,Bổ sung kẽm,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/bo-sung-kem,,,59:17.3,56:16.6,,
176,Nhuận tràng,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/nhuan-trang,,,59:17.4,56:16.6,,
177,Se khít lỗ chân lông,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/se-khit-lo-chan-long,,,59:17.4,56:16.6,,
178,Hỗ trợ tăng cường khả năng hồi phục,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/ho-tro-tang-cuong-kha-nang-hoi-phuc,,,59:17.4,56:16.6,,
179,Cân bằng men ruột,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/can-bang-men-ruot,,,59:17.6,56:16.0,,
180,Giúp ăn ngon miệng,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/giup-an-ngon-mieng,,,59:17.9,56:16.0,,
181,,,0,FALSE,0,FALSE,,tinh-nang-dac-biet/ngan-ngua-mui-hoi-co-the,,,59:17.9,59:17.9,,
182,Kích thích mọc tóc,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/kich-thich-moc-toc,,,59:17.9,56:14.2,,
183,Diệt khuẩn gây hôi miệng,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/diet-khuan-gay-hoi-mieng,,,59:17.9,56:14.2,,
184,Làm sạch mảng bám,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/lam-sach-mang-bam,,,59:18.0,56:14.2,,
185,Không cần rửa lại với nước,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/khong-can-rua-lai-voi-nuoc,,,59:18.0,56:14.2,,
186,Làm sạch vi khuẩn,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/lam-sach-vi-khuan,,,59:18.0,56:14.2,,
187,Khử mùi vùng kín,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/khu-mui-vung-kin,,,59:18.0,56:14.2,,
188,Làm sạch vùng kín,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/lam-sach-vung-kin,,,59:18.0,56:14.2,,
189,Bôi trơn âm đạo,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/boi-tron-am-dao,,,59:18.1,56:14.2,,
190,Kích thích hô hấp,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/kich-thich-ho-hap,,,59:18.1,56:14.2,,
191,,,0,FALSE,0,FALSE,,tinh-nang-dac-biet/nuoi-duong-chan-toc-va-te-bao-da-dau,,,59:18.1,59:18.1,,
192,Làm dịu vết bỏng,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/lam-diu-vet-bong,,,59:18.1,56:14.2,,
